-0.47,-0.82,0.34,4.787,15.518,2.134,72
-0.47,-0.82,0.33,6.006,15.152,2.530,72
-0.47,-0.83,0.34,6.677,15.091,2.591,72
-0.47,-0.85,0.35,7.927,15.549,2.591,72
-0.48,-0.86,0.36,8.415,16.341,3.902,72
-0.50,-0.88,0.38,8.049,14.390,6.311,72
-0.46,-0.90,0.38,8.902,11.463,8.994,72
-0.46,-0.88,0.42,9.695,15.823,13.780,72
-0.42,-0.86,0.49,6.402,22.287,19.238,72
-0.48,-0.98,0.50,3.537,35.152,25.183,72
-0.54,-1.04,0.43,15.579,45.610,31.616,72
-0.58,-1.00,0.39,36.159,50.396,44.939,72
-0.60,-0.94,0.35,49.238,49.482,63.201,72
-0.66,-0.87,0.40,55.793,46.402,77.195,72
-0.67,-0.86,0.42,63.171,42.652,86.463,72
-0.65,-0.80,0.36,76.250,45.762,93.049,72
-0.70,-0.68,0.35,89.909,47.957,99.604,72
-0.74,-0.52,0.39,102.287,42.348,104.146,72
-0.77,-0.51,0.40,109.543,40.823,103.689,72
-0.82,-0.54,0.30,111.037,42.988,95.518,72
-0.80,-0.40,0.30,102.012,36.037,86.494,72
-0.86,-0.45,0.29,77.652,26.280,84.787,72
-0.91,-0.53,0.29,57.805,15.854,85.030,72
-0.87,-0.41,0.31,62.896,8.872,87.409,72
-0.87,-0.31,0.39,81.707,6.677,86.463,72
-0.85,-0.20,0.45,72.652,5.366,75.427,72
-0.85,-0.17,0.52,26.037,4.116,58.567,72
-0.87,-0.35,0.55,-27.744,3.293,41.860,72
-0.81,-0.76,0.50,-48.079,8.598,30.640,72
-0.87,-1.12,0.28,-8.018,18.323,28.659,72
-0.90,-0.79,0.23,56.555,14.177,40.152,72
-0.67,-0.15,0.14,91.829,1.524,74.909,72
-0.62,-0.41,0.25,86.037,-5.976,97.226,72
-0.63,-0.81,0.23,64.482,-12.774,87.378,72
-0.56,-0.33,0.18,48.262,-11.890,78.171,72
-0.65,0.13,0.04,42.835,-6.921,78.902,72
-0.79,0.44,0.10,75.335,-13.628,41.860,72
-0.71,0.26,0.39,143.201,-40.915,-30.549,72
-0.47,0.17,0.51,216.159,-49.390,-85.823,72
-0.83,0.05,0.60,239.939,-39.390,-112.530,72
-1.08,-0.56,1.12,187.774,-73.750,-115.518,72
-0.96,-1.24,1.54,80.061,-62.470,-95.945,72
-0.86,-1.26,1.09,-5.793,23.018,-33.841,72
-0.79,-0.51,0.68,-44.726,65.396,54.116,72
-0.90,-0.31,0.26,-39.146,82.927,103.537,72
-0.58,0.18,0.28,16.006,75.305,106.372,72
-0.38,0.70,0.04,63.750,55.945,65.335,72
-0.49,0.46,0.29,95.335,31.463,-16.159,72
-0.68,-0.28,0.19,106.402,2.805,-73.567,72
-0.67,-0.17,0.49,105.915,-30.701,-80.000,72
-1.14,0.04,0.57,71.463,-35.823,-61.311,72
-1.57,-0.57,0.84,31.189,-53.476,-56.006,72
-1.48,-1.01,0.96,-14.390,-38.049,-64.329,72
-1.29,-0.93,0.77,-34.421,24.726,-19.512,72
-0.75,-0.41,0.75,-12.104,33.963,78.232,72
-0.69,-0.33,0.63,34.116,62.774,141.311,72
-0.28,0.03,0.41,97.012,76.463,142.805,72
-0.12,0.77,0.16,119.634,88.628,110.305,72
-0.37,1.04,0.11,102.530,57.165,30.366,72
-0.34,-0.08,-0.01,108.476,-21.402,-80.366,72
-0.28,-0.14,0.27,119.848,-74.482,-127.744,72
-0.96,0.03,0.50,94.634,-99.909,-129.329,72
-1.70,-0.91,1.00,52.439,-132.896,-129.695,72
-1.77,-1.48,1.13,-14.177,-72.561,-125.244,72
-1.67,-0.91,1.00,-36.402,18.720,-25.701,72
-0.87,-0.10,0.88,-32.774,33.323,99.299,72
-0.74,0.26,0.68,15.274,92.378,151.402,72
