0.87,0.46,0.12,1.89,0.37,-2.26,69
0.88,0.45,0.12,1.31,-0.06,-1.07,69
0.88,0.47,0.14,0.61,0.03,-1.01,69
0.88,0.47,0.09,0.91,-0.3,-0.55,69
0.87,0.43,0.13,-0.09,-0.55,-0.61,69
0.88,0.46,0.04,0.88,-0.61,-0.34,69
0.89,0.45,0.06,1.62,-0.27,-0.34,69
0.88,0.46,0.03,2.62,-0.12,-0.09,69
0.86,0.46,0.1,2.68,-0.98,0.03,69
0.87,0.43,0.2,1.98,-1.07,0.09,69
0.9,0.44,0.09,2.1,-0.61,0.58,69
0.86,0.46,0.12,1.25,-2.1,0.98,69
0.9,0.44,0.11,2.41,-0.95,1.31,69
0.84,0.45,0.15,2.1,-2.16,1.46,69
0.89,0.43,0.17,2.16,-1.55,1.77,69
0.89,0.45,0.14,2.04,-1.65,1.95,69
0.87,0.44,0.1,1.77,-1.8,2.13,69
0.87,0.43,0.12,2.13,-2.04,2.13,69
0.88,0.45,0.13,1.28,-2.01,2.65,69
0.87,0.46,0.13,1.19,-2.38,2.26,69
0.88,0.47,0.13,-0.03,-2.44,2.59,69
0.88,0.47,0.13,-1.1,-2.62,2.5,69
0.88,0.47,0.13,-1.43,-2.71,2.2,69
0.88,0.47,0.13,-1.34,-2.74,1.74,69
0.88,0.47,0.13,-1.01,-2.53,1.01,69
0.88,0.47,0.13,-0.52,-2.23,0.4,69
0.88,0.47,0.13,-0.3,-2.07,-0.43,69
0.87,0.47,0.13,-0.55,-1.77,-1.19,69
0.87,0.46,0.13,-0.85,-1.43,-1.65,69
0.87,0.46,0.13,-1.01,-1.1,-1.86,69
0.87,0.46,0.13,-0.73,-0.82,-2.29,69
0.88,0.46,0.13,-0.64,-0.34,-2.38,69
0.88,0.46,0.12,-0.49,0.12,-2.38,69
0.88,0.45,0.12,0.06,0.27,-2.38,69
0.88,0.45,0.12,0.12,0.4,-2.38,69
0.88,0.46,0.12,-0.67,0,-2.41,69
0.88,0.46,0.12,-1.95,-0.52,-2.23,69
0.89,0.46,0.12,-2.5,-0.85,-2.1,69
0.88,0.45,0.12,-1.95,-0.88,-2.1,69
0.88,0.45,0.12,-1.43,-0.82,-2.16,69
0.88,0.44,0.11,-1.4,-0.73,-1.89,69
0.89,0.45,0.11,-1.77,-1.01,-1.04,69
0.89,0.45,0.11,-1.98,-1.77,0,69
0.9,0.46,0.12,-1.62,-2.8,1.16,69
0.93,0.49,0.13,-1.31,-4.02,2.56,69
0.94,0.5,0.14,-2.35,-5.21,4.21,69
0.92,0.5,0.13,-4.09,-5.61,5.3,69
0.91,0.47,0.13,-4.33,-6.01,4.27,69
0.93,0.49,0.16,-2.29,-7.32,2.56,69
0.92,0.5,0.18,-3.23,-8.75,1.22,69
0.9,0.49,0.18,-7.44,-9.57,-0.76,69
0.89,0.5,0.18,-12.59,-10.79,-1.28,69
0.87,0.49,0.17,-20.06,-10.64,0.27,69
0.84,0.48,0.16,-26.43,-9.27,1.86,69
0.79,0.45,0.14,-30.37,-7.13,4.15,69
0.75,0.43,0.12,-29.97,-4.73,4.36,69
0.77,0.46,0.13,-27.38,-3.08,3.05,69
0.8,0.49,0.13,-28.6,-1.52,3.02,69
0.83,0.5,0.11,-33.57,-0.06,3.75,69
0.86,0.5,0.08,-36.55,1.62,3.84,69
0.88,0.49,0.07,-34.63,3.66,3.78,69
0.91,0.49,0.07,-29.09,5.85,3.05,69
0.94,0.5,0.07,-22.04,7.93,2.04,69
0.95,0.5,0.07,-13.93,10.34,1.19,69
0.96,0.49,0.06,-3.93,12.56,-1.43,69
0.98,0.51,0.09,6.37,13.63,-4.57,69
0.98,0.52,0.11,10.82,13.23,-6.95,69
0.97,0.52,0.12,9.51,12.1,-9.7,69
0.91,0.48,0.12,8.26,9.82,-13.45,69
0.82,0.44,0.12,10.46,7.93,-18.78,69
0.75,0.42,0.13,15.49,6.52,-25.61,69
0.73,0.44,0.16,16.37,4.51,-32.07,69
0.75,0.46,0.17,9.54,2.68,-37.41,69
0.81,0.48,0.18,-2.44,0.85,-40.37,69
0.84,0.48,0.16,-14.51,0.4,-39.36,69
0.85,0.44,0.13,-18.08,1.49,-36.43,69
0.88,0.42,0.11,-10.03,3.63,-32.56,69
0.87,0.44,0.11,2.5,6.4,-26.28,69
0.85,0.44,0.13,10.64,7.16,-19.79,69
0.84,0.46,0.15,13.54,6.86,-14.63,69
0.83,0.47,0.17,10.3,6.1,-9.57,69
0.84,0.46,0.17,3.38,3.11,-6.65,69
0.85,0.45,0.16,-3.05,0.46,-4.91,69
0.85,0.45,0.17,-6.98,-2.16,-3.41,69
0.86,0.44,0.17,-8.96,-4.27,-3.05,69
0.87,0.43,0.16,-8.14,-5.3,-3.6,69
0.87,0.43,0.17,-5.7,-5.46,-3.38,69
0.86,0.43,0.17,-3.72,-5.21,-2.41,69
0.87,0.44,0.17,-2.1,-4.88,-1.55,69
0.87,0.44,0.18,-0.82,-4.48,0.21,69
0.86,0.44,0.18,-0.37,-4.36,2.41,69
0.85,0.44,0.19,0,-4.42,4.48,69
0.84,0.44,0.19,0.24,-4.6,6.83,69
