0.85,0.5,0.19,3.99,-0.64,-0.61,70
0.84,0.5,0.19,3.2,-0.3,-0.3,70
0.84,0.47,0.18,3.2,-0.15,-0.24,70
0.85,0.47,0.24,1.95,0,-0.85,70
0.86,0.52,0.19,2.56,0.09,-0.67,70
0.85,0.51,0.25,1.65,0.18,-0.15,70
0.83,0.52,0.17,1.83,0.37,-0.09,70
0.83,0.51,0.18,2.47,0.06,-0.55,70
0.84,0.5,0.26,2.8,0.18,-0.95,70
0.86,0.47,0.28,2.41,0.67,-0.7,70
0.86,0.49,0.13,2.04,1.07,-0.27,70
0.82,0.52,0.18,0.64,0.18,-0.43,70
0.88,0.48,0.16,2.07,1.49,-0.46,70
0.82,0.51,0.16,3.08,1.22,-0.43,70
0.84,0.49,0.28,4.12,1.83,-0.3,70
0.83,0.49,0.2,3.48,1.52,-0.49,70
0.85,0.52,0.22,2.16,1.22,-0.4,70
0.85,0.55,0.18,0.7,1.1,-0.24,70
0.84,0.52,0.16,0.91,0.49,0.4,70
0.84,0.51,0.17,1.95,0.91,-0.21,70
0.84,0.5,0.16,2.9,0.73,-0.21,70
0.83,0.5,0.17,3.29,0.58,-0.37,70
0.82,0.49,0.17,3.08,0.34,-0.4,70
0.81,0.49,0.16,2.13,-0.09,-0.3,70
0.81,0.5,0.16,0.7,-0.88,-0.09,70
0.82,0.51,0.17,-1.4,-1.43,1.71,70
0.83,0.51,0.17,-3.69,-1.74,4.63,70
0.83,0.52,0.17,-6.07,-1.65,7.8,70
0.81,0.51,0.17,-7.5,0.24,10,70
0.79,0.5,0.16,-7.53,3.72,10.3,70
0.82,0.52,0.16,-8.08,7.41,9.73,70
0.89,0.55,0.19,-10.24,10.85,10.79,70
0.97,0.57,0.2,-10.09,16.22,13.23,70
1.02,0.55,0.17,-1.71,23.51,16.65,70
1.04,0.55,0.13,15.34,31.19,16.89,70
1.03,0.58,0.13,35.85,38.17,6.68,70
0.99,0.64,0.14,48.75,41.49,-16.1,70
0.89,0.81,0.18,40.61,37.26,-55.46,70
0.82,0.96,0.2,12.9,27.99,-112.77,70
0.9,1.1,0.24,-19.36,15.52,-168.14,70
1.14,1.19,0.4,-44.18,11.8,-209.7,70
1.38,1.28,0.47,-63.78,21.19,-232.26,70
1.41,1.35,0.61,-77.59,42.56,-237.41,70
1.24,1.28,0.77,-74.48,82.65,-246.22,70
0.99,1.14,0.73,-46.01,128.2,-256.01,70
0.79,1.04,0.63,-8.14,159.33,-261.28,70
0.58,0.92,0.61,11.52,163.32,-254.7,70
0.42,0.86,0.7,0.09,163.99,-235.43,70
0.25,0.78,0.82,-22.93,177.01,-214.36,70
0.15,0.76,0.85,-48.32,197.71,-204.12,70
0.08,0.71,0.76,-74.6,206.74,-209.36,70
0.07,0.49,0.64,-95.24,201.22,-205.4,70
0.05,0.38,0.66,-119.51,195.06,-176.52,70
0.02,0.32,0.6,-139.94,194.66,-139.7,70
-0.09,0.36,0.55,-151.01,192.77,-118.87,70
-0.18,0.33,0.4,-150.7,182.44,-116.86,70
-0.25,0.2,0.35,-143.23,164.02,-107.1,70
-0.24,0.08,0.39,-134.63,156.13,-77.04,70
-0.32,0.22,0.48,-126.25,150.4,-41.92,70
-0.3,0.49,0.51,-120.21,138.48,-20.88,70
-0.29,0.57,0.47,-113.54,126.77,-10.49,70
-0.28,0.54,0.46,-103.05,111.92,-5.21,70
-0.32,0.49,0.42,-95.85,94.97,1.98,70
-0.33,0.51,0.4,-89.36,77.23,13.05,70
-0.29,0.53,0.45,-79.66,59.27,20.91,70
-0.25,0.52,0.52,-62.62,44.48,23.78,70
-0.2,0.63,0.67,-46.34,32.41,27.13,70
-0.17,0.8,0.75,-40.52,26.22,30.12,70
-0.15,0.81,0.79,-35.21,20.3,28.11,70
-0.04,0.92,0.62,-12.74,15.73,23.87,70
-0.08,1,0.56,20.58,4.54,24.3,70
0.04,0.96,0.51,57.1,-18.23,32.13,70
0.42,1.13,0.67,81.04,-38.05,35,70
